,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,symbol
1035,161823.SZ,银华永兴LOF,银华基金,中国建设银行,债券型,20160118,20220120,20160217,20160118,20220121,7.359,0.315,0.1,,1.0,,,中证全债指数,D,债券型,契约型开放式,,20160201,20160201,E,161823.SZ#FD
1036,163907.SZ,中海惠裕LOF,中海基金,招商银行,债券型,20160108,,20160303,20160108,,6.8101,0.3,0.1,,1.0,,,中证全债指数,L,债券型,契约型开放式,,20160115,20160115,E,163907.SZ#FD
1037,511960.SH,嘉实快线ETF,嘉实基金,浦发银行,货币市场型,20151228,,20160111,,,,0.15,0.06,,100.0,,,按中国人民银行公布币活期存款利率(税后),L,货币型,契约型开放式,,20151228,20151228,E,511960.SH#FD
1038,161229.SZ,国投中国价值LOF,国投瑞银基金,中国银行,股票型,20151221,,20160104,20151123,,2.6777,1.8,0.3,,1.0,0.001,,MSCI中国指数*95%+同期人民币一年期定期存款利率(税后)*5%,L,股票型,契约型开放式,,20160104,20160104,E,161229.SZ#FD
1039,164206.SZ,天弘添利LOF,天弘基金,中国工商银行,债券型,20151203,,20151215,20151203,,15.6537,0.35,0.1,,1.0,,,中国债券总指数,L,债券型,契约型开放式,,20151215,20151215,E,164206.SZ#FD
1040,511930.SH,中融日盈货币ETF,中融基金,国泰君安,货币市场型,20151130,,20151215,20151119,,9.7488,0.3,0.06,,100.0,0.01,,七天通知存款利率(税后),L,货币型,契约型开放式,,20151215,20151215,E,511930.SH#FD
1041,511900.SH,富国货币ETF,富国基金,中国银行,货币市场型,20151124,,20151209,20151111,,68.6601,0.28,0.05,,100.0,0.1,,活期存款利率(税后),L,货币型,契约型开放式,,20151209,20151209,E,511900.SH#FD
1042,511980.SH,现金添富ETF,汇添富基金,中国工商银行,货币市场型,20151016,,20151102,,,,0.27,0.05,,100.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20151021,20151021,E,511980.SH#FD
1043,510580.SH,中证500ETF易方达,易方达基金,中国工商银行,股票型,20150827,,20150914,20150803,,2.9526,0.15,0.05,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20150914,20150914,E,510580.SH#FD
1044,510360.SH,沪深300ETF基金,广发基金,中国工商银行,股票型,20150820,,20150909,20150710,,3.0838,0.5,0.1,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20150909,20150909,E,510360.SH#FD
1045,502016.SH,带路分级,长信基金,广发证券,股票型,20150817,20180423,20160201,20150706,20181026,0.4427,1.0,0.22,,1.0,0.0001,,中证一带一路主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20150824,20150824,E,502016.SH#FD
1046,502017.SH,带路A,长信基金,广发证券,股票型,20150817,20180423,20150824,20150706,20181026,0.857,1.0,0.22,,1.0,0.0001,,中证一带一路主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502017.SH#FD
1047,502018.SH,带路B,长信基金,广发证券,股票型,20150817,20180423,20150824,20150706,20181026,0.857,1.0,0.22,,1.0,0.0001,,中证一带一路主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502018.SH#FD
1048,168101.SZ,九泰锐智LOF,九泰基金,中国银河,混合型,20150814,,20150915,20150626,,3.6023,2.0,0.25,,1.0,0.1,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160812,20160812,E,168101.SZ#FD
1049,161227.SZ,国投深证100LOF,国投瑞银基金,中国工商银行,股票型,20150814,,20150828,20150814,,36.4581,0.75,0.15,,1.0,,,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150828,20150828,E,161227.SZ#FD
1050,502025.SH,钢铁B,鹏华基金,招商银行,股票型,20150813,20201231,20150824,20150623,20210105,0.2898,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502025.SH#FD
1051,502024.SH,钢铁A,鹏华基金,招商银行,股票型,20150813,20201231,20150824,20150623,20210105,0.2898,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502024.SH#FD
1052,502041.SH,上50A,长盛基金,中国银行,股票型,20150813,20201203,20150824,20150629,20201203,0.2966,1.0,0.22,,1.0,0.01,,上证50指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502041.SH#FD
1053,502027.SH,新丝路A,鹏华基金,招商银行,股票型,20150813,20180524,20150824,20150623,20180515,0.4108,1.0,0.22,,1.0,0.1,,新丝路指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502027.SH#FD
1054,502054.SH,券商A,长盛基金,中国农业银行,股票型,20150813,20201231,20150824,20150713,20210105,0.3171,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502054.SH#FD
1055,502042.SH,上50B,长盛基金,中国银行,股票型,20150813,20201203,20150824,20150629,20201203,0.2966,1.0,0.22,,1.0,0.01,,上证50指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502042.SH#FD
1056,502053.SH,券商LOF,长盛基金,中国农业银行,股票型,20150813,,20150824,20150713,,1.9943,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150824,20150824,E,502053.SH#FD
1057,502055.SH,券商B,长盛基金,中国农业银行,股票型,20150813,20201231,20150824,20150713,20210105,0.3171,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502055.SH#FD
1058,502026.SH,新丝路,鹏华基金,招商银行,股票型,20150813,20180524,20150824,20150623,20180515,2.564,1.0,0.22,,1.0,0.1,,新丝路指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20150824,20150824,E,502026.SH#FD
1059,502028.SH,新丝路B,鹏华基金,招商银行,股票型,20150813,20180524,20150824,20150623,20180515,0.4108,1.0,0.22,,1.0,0.1,,新丝路指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150824,,E,502028.SH#FD
1060,502023.SH,钢铁LOF,鹏华基金,招商银行,股票型,20150813,,20150824,20150623,,2.6511,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150824,20150824,E,502023.SH#FD
1061,502040.SH,上证50LOF基金,长盛基金,中国银行,股票型,20150813,,20150824,20150629,,2.5733,1.0,0.22,,1.0,0.01,,上证50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150824,20150824,E,502040.SH#FD
1062,161226.SZ,国投白银LOF,国投瑞银基金,中国银行,商品型,20150806,,20150817,20150720,,3.4661,1.0,0.2,,1.0,0.001,,上海期货交易所白银期货主力合约收益率(扣除相关费用),L,白银期货型,契约型开放式,,20150817,20150817,E,161226.SZ#FD
1063,150330.SZ,保险B,方正富邦基金,国信证券,股票型,20150731,20201231,20150811,20150625,20210104,0.5308,1.0,0.2,,1.0,0.1,,中证方正富邦保险主题指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20150811,,E,150330.SZ#FD
1064,150329.SZ,保险A,方正富邦基金,国信证券,股票型,20150731,20201231,20150811,20150625,20210104,0.5308,1.0,0.2,,1.0,0.1,,中证方正富邦保险主题指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20150811,,E,150329.SZ#FD
1065,150331.SZ,网金融A,建信基金,中国银河,股票型,20150731,20180731,20150810,20150713,20180807,0.7783,1.0,0.22,,1.0,0.001,,中证互联网金融指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150810,,E,150331.SZ#FD
1066,150332.SZ,网金融B,建信基金,中国银河,股票型,20150731,20180731,20150810,20150713,20180807,0.7783,1.0,0.22,,1.0,0.001,,中证互联网金融指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150810,,E,150332.SZ#FD
1067,167301.SZ,保险主题LOF,方正富邦基金,国信证券,股票型,20150731,,20210120,20150625,,1.6366,1.0,0.2,,1.0,0.1,,中证方正富邦保险主题指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型开放式,,20150811,20150811,E,167301.SZ#FD
1068,502031.SH,高铁A,中海基金,招商证券,股票型,20150731,20181114,20150807,20150615,20190222,0.4268,1.0,0.2,,1.0,0.001,,中证高铁产业指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150807,,E,502031.SH#FD
1069,502032.SH,高铁B,中海基金,招商证券,股票型,20150731,20181114,20150807,20150615,20190222,0.4268,1.0,0.2,,1.0,0.001,,中证高铁产业指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150807,,E,502032.SH#FD
1070,167501.SZ,安信宝利债券LOF,安信基金,中国工商银行,债券型,20150724,,20150807,20150724,,19.1534,0.3,0.1,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20150728,20150728,E,167501.SZ#FD
1071,150326.SZ,高铁B端,工银瑞信基金,中国银行,股票型,20150723,20201103,20150805,20150615,20201104,0.6399,1.0,0.2,,1.0,0.001,,中证高铁产业指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20150805,,E,150326.SZ#FD
1072,150325.SZ,高铁A端,工银瑞信基金,中国银行,股票型,20150723,20201103,20150805,20150615,20201104,0.6399,1.0,0.2,,1.0,0.001,,中证高铁产业指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20150805,,E,150325.SZ#FD
1073,502057.SH,医疗A,广发基金,北京银行,股票型,20150723,20200825,20150731,20150701,20200825,0.0446,1.0,0.2,,1.0,0.001,,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150731,,E,502057.SH#FD
1074,502058.SH,医疗B,广发基金,北京银行,股票型,20150723,20200825,20150731,20150701,20200825,0.0446,1.0,0.2,,1.0,0.001,,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150731,,E,502058.SH#FD
1075,5020561.SH,医疗分级,广发基金,北京银行,股票型,20150723,20200825,20150731,20150701,,2.7459,1.0,0.2,,1.0,0.001,,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20150731,20150731,E,5020561.SH#FD
1076,150343.SZ,证券A基,融通基金,中国建设银行,股票型,20150717,20201119,20150803,20150708,20201119,2.404,1.0,0.22,,1.0,0.001,,中证全指证券公司价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150803,,E,150343.SZ#FD
1077,150344.SZ,证券B基,融通基金,中国建设银行,股票型,20150717,20201119,20150803,20150708,20201119,2.404,1.0,0.22,,1.0,0.001,,中证全指证券公司价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150803,,E,150344.SZ#FD
1078,511890.SH,景顺货币,景顺长城基金,中国银河,货币市场型,20150716,20171226,20150803,20150706,20180412,3.4495,0.3,0.09,,100.0,0.1,,七天通知存款利率(税后),D,货币型,契约型开放式,,20150803,20150803,E,511890.SH#FD
1079,511830.SH,华泰货币ETF,华泰柏瑞基金,中国建设银行,货币市场型,20150714,,20150803,20150702,,7.0162,0.15,0.09,,100.0,0.1,,当期银行活期存款利率(税后),L,货币型,契约型开放式,,20150803,20150803,E,511830.SH#FD
1080,150323.SZ,环保A端,工银瑞信基金,招商证券,股票型,20150709,20200727,20150727,20150615,20200728,0.7474,1.0,0.2,,1.0,0.001,,中证环保产业指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20150727,,E,150323.SZ#FD
1081,150327.SZ,新能A级,工银瑞信基金,中国银河,股票型,20150709,20201018,20150803,20150615,20201019,0.8924,1.0,0.2,,1.0,0.001,,中证新能源指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20150803,,E,150327.SZ#FD
1082,150328.SZ,新能B级,工银瑞信基金,中国银河,股票型,20150709,20201018,20150803,20150615,20201019,0.8924,1.0,0.2,,1.0,0.001,,中证新能源指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20150803,,E,150328.SZ#FD
1083,150324.SZ,环保B端,工银瑞信基金,招商证券,股票型,20150709,20200727,20150727,20150615,20200728,0.7474,1.0,0.2,,1.0,0.001,,中证环保产业指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20150727,,E,150324.SZ#FD
1084,502010.SH,证券LOF,易方达基金,中国建设银行,股票型,20150708,,20150715,20150623,,0.9788,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150715,20150715,E,502010.SH#FD
1085,502011.SH,证券A,易方达基金,中国建设银行,股票型,20150708,20201231,20150715,20150623,20210105,0.5695,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150715,,E,502011.SH#FD
1086,502003.SH,军工LOF,易方达基金,中国建设银行,股票型,20150708,,20150715,20150623,,1.6319,1.0,0.22,,1.0,0.01,,中证军工指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150715,20150715,E,502003.SH#FD
1087,502012.SH,证券B,易方达基金,中国建设银行,股票型,20150708,20201231,20150715,20150623,20210105,0.5695,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150715,,E,502012.SH#FD
1088,502005.SH,军工B,易方达基金,中国建设银行,股票型,20150708,20201231,20150715,20150623,20210105,0.2508,1.0,0.22,,1.0,0.01,,中证军工指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150715,,E,502005.SH#FD
1089,502004.SH,军工A,易方达基金,中国建设银行,股票型,20150708,20201231,20150715,20150623,20210105,0.2508,1.0,0.22,,1.0,0.01,,中证军工指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150715,,E,502004.SH#FD
1090,150303.SZ,创业股A,华安基金,中国农业银行,股票型,20150706,20201231,20150715,20150624,20210104,0.8996,1.0,0.22,,1.0,0.01,,创业板50指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150715,,E,150303.SZ#FD
1091,150304.SZ,创业股B,华安基金,中国农业银行,股票型,20150706,20201231,20150715,20150624,20210104,0.8996,1.0,0.22,,1.0,0.01,,创业板50指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150715,,E,150304.SZ#FD
1092,184801.SZ,鹏华前海REIT,鹏华基金,浦发银行,混合型,20150706,20250706,20150930,20150626,,29.9959,0.65,0.1,,1.0,10.0,,十年期国债收益率+1.5%,L,混合型,契约型封闭式,,20150930,,E,184801.SZ#FD
1093,501000.SH,国金鑫新LOF,国金基金,平安银行,混合型,20150703,,20150714,20150608,,2.0414,1.2,0.1,,1.0,0.1,,一年期银行定期存款利率(税后)+3%,L,灵活配置型,契约型开放式,,20150714,20150714,E,501000.SH#FD
1094,501001.SH,财通精选混合LOF,财通基金,中国光大银行,混合型,20150701,,20150925,20150609,,26.3121,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20170103,20170103,E,501001.SH#FD
1095,150336.SZ,军工股B,融通基金,中国建设银行,股票型,20150701,20201130,20150713,20150618,20201130,0.9849,1.0,0.22,,1.0,0.001,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150713,,E,150336.SZ#FD
1096,150335.SZ,军工股A,融通基金,中国建设银行,股票型,20150701,20201130,20150713,20150618,20201130,0.9849,1.0,0.22,,1.0,0.001,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150713,,E,150335.SZ#FD
1097,150298.SZ,互联B级,南方基金,中国农业银行,股票型,20150701,20201130,20150713,20150615,20201130,0.5564,1.0,0.22,,1.0,0.1,,中证互联网指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150713,,E,150298.SZ#FD
1098,150297.SZ,互联A级,南方基金,中国农业银行,股票型,20150701,20201130,20150713,20150615,20201130,0.5564,1.0,0.22,,1.0,0.1,,中证互联网指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150713,,E,150297.SZ#FD
1099,159946.SZ,全指消费,广发基金,中国银行,股票型,20150701,20181224,20150713,20150615,20181228,2.5532,0.5,0.1,,1.0,0.1,,中证全指主要消费指数,D,被动指数型,契约型开放式,,20150713,20150713,E,159946.SZ#FD
1100,502036.SH,互联金融,大成基金,中国工商银行,股票型,20150629,20201029,20150707,20150615,20201130,2.1597,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20150707,20150707,E,502036.SH#FD
1101,512330.SH,信息科技ETF,南方基金,中国农业银行,股票型,20150629,,20150720,20150610,,2.7219,0.5,0.1,,1.0,0.1,,中证500信息技术指数,L,被动指数型,契约型开放式,,20150720,20150720,E,512330.SH#FD
1102,502038.SH,网金B,大成基金,中国工商银行,股票型,20150629,20201029,20150707,20150615,20201130,0.3638,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150707,,E,502038.SH#FD
1103,502037.SH,网金A,大成基金,中国工商银行,股票型,20150629,20201029,20150707,20150615,20201130,0.3638,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150707,,E,502037.SH#FD
1104,150318.SZ,E金融B,交银施罗德基金,中国建设银行,股票型,20150626,20201105,20150708,20150616,20201106,0.59,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150708,,E,150318.SZ#FD
1105,150317.SZ,E金融A,交银施罗德基金,中国建设银行,股票型,20150626,20201105,20150708,20150616,20201106,0.59,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150708,,E,150317.SZ#FD
1106,150305.SZ,养老A,国寿安保基金,招商证券,股票型,20150626,20190331,20150710,20150608,20190329,0.5285,1.0,0.2,,1.0,0.1,,中证养老产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150710,,E,150305.SZ#FD
1107,150310.SZ,信息安B,中信保诚基金,中国银行,股票型,20150626,20201231,20150715,20150608,20210104,0.6357,1.0,0.22,,1.0,0.1,,中证信息安全主题指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20150715,,E,150310.SZ#FD
1108,150309.SZ,信息安A,中信保诚基金,中国银行,股票型,20150626,20201231,20150715,20150608,20210104,0.6357,1.0,0.22,,1.0,0.1,,中证信息安全主题指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20150715,,E,150309.SZ#FD
1109,150306.SZ,养老B,国寿安保基金,招商证券,股票型,20150626,20190331,20150710,20150608,20190329,0.5285,1.0,0.2,,1.0,0.1,,中证养老产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150710,,E,150306.SZ#FD
1110,150312.SZ,智能B,中信保诚基金,中国银行,股票型,20150626,20201231,20150715,20150608,20210104,1.1312,1.0,0.22,,1.0,0.1,,中证智能家居指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20150715,,E,150312.SZ#FD
1111,150311.SZ,智能A,中信保诚基金,中国银行,股票型,20150626,20201231,20150715,20150608,20210104,1.1312,1.0,0.22,,1.0,0.1,,中证智能家居指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20150715,,E,150311.SZ#FD
1112,161030.SZ,体育LOF,富国基金,中国建设银行,股票型,20150625,,20210119,20150605,,4.3193,1.0,0.22,,1.0,0.01,,中证体育产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150708,20150708,E,161030.SZ#FD
1113,150307.SZ,体育A,富国基金,中国建设银行,股票型,20150625,20201231,20150706,20150605,20210104,1.05,1.0,0.22,,1.0,0.01,,中证体育产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150706,,E,150307.SZ#FD
1114,150308.SZ,体育B,富国基金,中国建设银行,股票型,20150625,20201231,20150706,20150605,20210104,1.05,1.0,0.22,,1.0,0.01,,中证体育产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150706,,E,150308.SZ#FD
1115,159944.SZ,材料ETF,广发基金,中国银行,股票型,20150625,,20150706,20150608,,2.8161,0.5,0.1,,1.0,0.1,,中证全指原材料指数,L,被动指数型,契约型开放式,,20150706,20150706,E,159944.SZ#FD
1116,150290.SZ,煤炭B级,中融基金,海通证券,股票型,20150625,20201231,20150703,20150527,20210104,1.0056,1.0,0.22,,1.0,0.1,,中证煤炭指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150703,,E,150290.SZ#FD
1117,168204.SZ,煤炭LOF,中融基金,海通证券,股票型,20150625,,20210611,20150527,,0.1032,1.0,0.22,,1.0,0.1,,中证煤炭指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150707,20150707,E,168204.SZ#FD
1118,150289.SZ,煤炭A级,中融基金,海通证券,股票型,20150625,20201231,20150703,20150527,20210104,1.0056,1.0,0.22,,1.0,0.1,,中证煤炭指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150703,,E,150289.SZ#FD
1119,159945.SZ,能源ETF基金,广发基金,中国银行,股票型,20150625,,20150706,20150608,,2.7257,0.5,0.1,,1.0,0.1,,中证全指能源指数,L,被动指数型,契约型开放式,,20150706,20150706,E,159945.SZ#FD
1120,161032.SZ,煤炭龙头LOF,富国基金,国泰君安,股票型,20150619,,20210118,20150608,,1.1016,1.0,0.12,,1.0,0.001,,中证煤炭指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150702,20150702,E,161032.SZ#FD
1121,150321.SZ,煤炭A基,富国基金,国泰君安,股票型,20150619,20201231,20150630,20150608,20210104,6.3239,1.0,0.12,,1.0,0.001,,中证煤炭指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150630,,E,150321.SZ#FD
1122,150322.SZ,煤炭B基,富国基金,国泰君安,股票型,20150619,20201231,20150630,20150608,20210104,6.3239,1.0,0.12,,1.0,0.001,,中证煤炭指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150630,,E,150322.SZ#FD
1123,163118.SZ,医药生物LOF,申万菱信基金,中国农业银行,股票型,20150619,,20210125,20150601,,21.4567,1.0,0.22,,1.0,0.1,,中证申万医药生物指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型开放式,,20150708,20150708,E,163118.SZ#FD
1124,150284.SZ,SW医药B,申万菱信基金,中国农业银行,股票型,20150619,20201231,20150706,20150601,20210104,22.3897,1.0,0.22,,1.0,0.1,,中证申万医药生物指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20150706,,E,150284.SZ#FD
1125,168203.SZ,钢铁LOF,中融基金,海通证券,股票型,20150619,,20210611,20150527,,0.582,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150701,20150701,E,168203.SZ#FD
1126,150283.SZ,SW医药A,申万菱信基金,中国农业银行,股票型,20150619,20201231,20150706,20150601,20210104,22.3897,1.0,0.22,,1.0,0.1,,中证申万医药生物指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20150706,,E,150283.SZ#FD
1127,150288.SZ,钢铁B,中融基金,海通证券,股票型,20150619,20201231,20150629,20150527,20210104,0.8259,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150629,,E,150288.SZ#FD
1128,150287.SZ,钢铁A,中融基金,海通证券,股票型,20150619,20201231,20150629,20150527,20210104,0.8259,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150629,,E,150287.SZ#FD
1129,150281.SZ,金融地A,长盛基金,中国银行,股票型,20150616,20201130,20150626,20150527,20201127,0.9801,1.0,0.22,,1.0,0.01,,中证金融地产指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150626,,E,150281.SZ#FD
1130,150237.SZ,环保A级,鹏华基金,中国建设银行,股票型,20150616,20201231,20150626,20150601,20210104,1.0987,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150626,,E,150237.SZ#FD
1131,150238.SZ,环保B级,鹏华基金,中国建设银行,股票型,20150616,20201231,20150626,20150601,20210104,1.0987,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150626,,E,150238.SZ#FD
1132,150282.SZ,金融地B,长盛基金,中国银行,股票型,20150616,20201130,20150626,20150527,20201127,0.9801,1.0,0.22,,1.0,0.01,,中证金融地产指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150626,,E,150282.SZ#FD
1133,150246.SZ,互联B,鹏华基金,中国建设银行,股票型,20150616,20201231,20150626,20150601,20210104,1.4948,1.0,0.22,,1.0,0.1,,中证移动互联网指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150626,,E,150246.SZ#FD
1134,150245.SZ,互联A,鹏华基金,中国建设银行,股票型,20150616,20201231,20150626,20150601,20210104,1.4948,1.0,0.22,,1.0,0.1,,中证移动互联网指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150626,,E,150245.SZ#FD
1135,150316.SZ,工业4B,富国基金,中国工商银行,股票型,20150615,20201231,20150625,20150601,20210104,4.0391,1.0,0.22,,1.0,0.01,,中证工业4.0指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150625,,E,150316.SZ#FD
